step,step_distance,ref_step_epd,agent_step_epd_accounted,agent_step_epd_raw,step_saving_accounted_pct,step_saving_raw_pct,step_net_saving_accounted_pct,step_net_saving_raw_pct,running_saving_accounted_pct,running_saving_raw_pct,running_saving_iso_pct,running_net_saving_accounted_pct,running_net_saving_raw_pct,running_net_saving_iso_pct,rolling_saving_accounted_pct,rolling_saving_raw_pct,rolling_net_saving_accounted_pct,rolling_net_saving_raw_pct,rolling_raw_energy_saved,rolling_accounted_energy_saved,rolling_pure_energy_saved,rolling_pure_net_energy_saved
36.00000000,1.31912327,0.00273690,0.00272552,0.00272513,0.41547859,0.42994916,0.41547859,0.42994916,3.03401256,3.16747618,2.81728935,3.03401256,3.16747618,3.02722096,0.67630047,0.72026575,0.67630047,0.72026575,0.00061344,0.00059853,0.00055335,0.00059712
37.00000000,1.33264780,0.00269555,0.00268522,0.00268488,0.38324994,0.39588675,0.38324994,0.39588675,2.95969701,3.08757544,2.74722171,2.95969701,3.08757544,2.95303845,0.61810523,0.65438884,0.61810523,0.65438884,0.00059687,0.00058441,0.00053924,0.00058300
38.00000000,1.34424996,0.00251028,0.00250123,0.00250094,0.36074507,0.37222764,0.36074507,0.37222764,2.89458704,3.01764059,2.68544006,2.89458704,3.01764059,2.88803911,0.56809431,0.59826779,0.56809431,0.59826779,0.00057656,0.00056618,0.00052100,0.00056477
39.00000000,1.35616040,0.00254692,0.00253916,0.00253894,0.30504733,0.31368619,0.30504733,0.31368619,2.83069968,2.94908047,2.62480450,2.83069968,2.94908047,2.82424808,0.51722026,0.54225850,0.51722026,0.54225850,0.00055662,0.00054799,0.00050281,0.00054657
40.00000000,1.36709869,0.00245631,0.00244984,0.00244970,0.26346546,0.26929498,0.26346546,0.26929498,2.77144647,2.88553476,2.56832027,2.77144647,2.88553476,2.76508307,0.46777305,0.48864847,0.46777305,0.48864847,0.00053643,0.00052923,0.00048405,0.00052781
41.00000000,1.37971365,0.00262926,0.00262379,0.00262375,0.20811859,0.20970370,0.20811859,0.20970370,2.70969391,2.81933022,2.50973105,2.70969391,2.81933022,2.70343113,0.41727847,0.43435413,0.41727847,0.43435413,0.00051987,0.00051391,0.00046874,0.00051250
42.00000000,1.39093256,0.00249728,0.00249271,0.00249271,0.18302722,0.18302722,0.18302722,0.18302722,2.65368009,2.75931668,2.45631218,2.65368009,2.75931668,2.64749503,0.37355414,0.38715681,0.37355414,0.38715681,0.00049909,0.00049436,0.00044918,0.00049295
43.00000000,1.40117610,0.00240624,0.00240284,0.00240284,0.14123252,0.14123252,0.14123252,0.14123252,2.60129738,2.70331669,2.40613389,2.60129738,2.70331669,2.59518409,0.32951880,0.33995560,0.32951880,0.33995560,0.00047870,0.00047508,0.00042990,0.00047366
44.00000000,1.41092968,0.00236283,0.00236057,0.00236057,0.09564174,0.09564174,0.09564174,0.09564174,2.55106854,2.64975166,2.35791016,2.55106854,2.64975166,2.54502082,0.28648421,0.29421934,0.28648421,0.29421934,0.00045783,0.00045516,0.00040998,0.00045374
45.00000000,1.42091763,0.00238946,0.00239006,0.00239006,-0.02513973,-0.02513973,-0.02513973,-0.02513973,2.49890089,2.59439659,2.30771518,2.49890089,2.59439659,2.49290729,0.23633298,0.24186583,0.23633298,0.24186583,0.00043581,0.00043390,0.00038872,0.00043248
46.00000000,1.42990088,0.00229396,0.00229644,0.00229644,-0.10793196,-0.10793196,-0.10793196,-0.10793196,2.44870806,2.54132485,2.25917816,2.44870806,2.54132485,2.44277072,0.18453416,0.18859543,0.18453416,0.18859543,0.00040958,0.00040819,0.00036301,0.00040678
47.00000000,1.43974364,0.00238430,0.00238773,0.00238773,-0.14403631,-0.14403631,-0.14403631,-0.14403631,2.39778662,2.48756981,2.21007538,2.39778662,2.48756981,2.39191079,0.13023755,0.13300735,0.13023755,0.13300735,0.00038471,0.00038377,0.00033860,0.00038236
48.00000000,1.44731176,0.00216345,0.00216763,0.00216763,-0.19311346,-0.19311346,-0.19311346,-0.19311346,2.35230637,2.43964410,2.16580677,2.35230637,2.43964410,2.34646249,0.07790629,0.07953839,0.07790629,0.07953839,0.00035973,0.00035917,0.00031400,0.00035776
49.00000000,1.45413792,0.00209338,0.00209865,0.00209865,-0.25184098,-0.25184098,-0.25184098,-0.25184098,2.30854130,2.39363527,2.12305307,2.30854130,2.39363527,2.30272460,0.02491499,0.02567297,0.02491499,0.02567297,0.00033312,0.00033287,0.00028769,0.00033145
50.00000000,1.46244109,0.00224451,0.00225034,0.00225034,-0.25962406,-0.25962406,-0.25962406,-0.25962406,2.26321125,2.34600616,2.07905078,2.26321125,2.34600616,2.25743103,-0.02701702,-0.02683823,-0.02701702,-0.02683823,0.00031045,0.00031039,0.00026522,0.00030898
51.00000000,1.46894825,0.00207054,0.00207696,0.00207696,-0.30975229,-0.30975229,-0.30975229,-0.30975229,2.22178435,2.30255604,2.03852701,2.22178435,2.30255604,2.21603990,-0.07931387,-0.07931387,-0.07931387,-0.07931387,0.00028339,0.00028339,0.00023821,0.00028197
52.00000000,1.47630346,0.00215891,0.00216585,0.00216585,-0.32137078,-0.32137078,-0.32137078,-0.32137078,2.17981720,2.25857806,1.99762261,2.17981720,2.25857806,2.17411399,-0.13138936,-0.13138936,-0.13138936,-0.13138936,0.00025951,0.00025951,0.00021433,0.00025810
53.00000000,1.48277056,0.00207515,0.00208232,0.00208232,-0.34556279,-0.34556279,-0.34556279,-0.34556279,2.14036107,2.21726179,1.95902216,2.14036107,2.21726179,2.13468242,-0.18034571,-0.18034571,-0.18034571,-0.18034571,0.00023684,0.00023684,0.00019167,0.00023543
54.00000000,1.48705411,0.00186149,0.00186919,0.00186919,-0.41346210,-0.41346210,-0.41346210,-0.41346210,2.10474682,2.18006921,1.92381978,2.10474682,2.18006921,2.09907889,-0.22921881,-0.22921881,-0.22921881,-0.22921881,0.00021269,0.00021269,0.00016752,0.00021128
55.00000000,1.49173176,0.00181958,0.00182793,0.00182793,-0.45885354,-0.45885354,-0.45885354,-0.45885354,2.07006359,2.14387393,1.88944829,2.07006359,2.14387393,2.06440401,-0.27145642,-0.27145642,-0.27145642,-0.27145642,0.00019060,0.00019060,0.00014542,0.00018918
56.00000000,1.49672663,0.00175771,0.00177936,0.00177936,-1.23159742,-1.23159742,-1.23159742,-1.23159742,2.02281260,2.09523559,1.84238553,2.02281260,2.09523559,2.01715875,-0.37190828,-0.37190828,-0.37190828,-0.37190828,0.00015152,0.00015152,0.00010634,0.00015010
57.00000000,1.50103581,0.00162199,0.00163123,0.00163123,-0.57009488,-0.57009488,-0.57009488,-0.57009488,1.99171031,2.06288791,1.81122315,1.99171031,2.06288791,1.98605430,-0.41476125,-0.41476125,-0.41476125,-0.41476125,0.00012952,0.00012952,0.00008434,0.00012810
58.00000000,1.50535560,0.00154184,0.00155138,0.00155138,-0.61877918,-0.61877918,-0.61877918,-0.61877918,1.96202135,2.03204703,1.78133023,1.96202135,2.03204703,1.95635986,-0.45484436,-0.45484436,-0.45484436,-0.45484436,0.00011018,0.00011018,0.00006500,0.00010877
59.00000000,1.50865066,0.00135926,0.00136924,0.00136924,-0.73410857,-0.73410857,-0.73410857,-0.73410857,1.93478572,2.00382137,1.75356007,1.93478572,2.00382137,1.92910886,-0.49678138,-0.49678138,-0.49678138,-0.49678138,0.00009064,0.00009064,0.00004546,0.00008922
60.00000000,1.51200128,0.00128287,0.00129356,0.00129356,-0.83312839,-0.83312839,-0.83312839,-0.83312839,1.90824974,1.97638702,1.72637606,1.90824974,1.97638702,1.90254259,-0.55109978,-0.55109978,-0.55109978,-0.55109978,0.00006805,0.00006805,0.00002288,0.00006664
61.00000000,1.51587629,0.00125351,0.00126463,0.00126463,-0.88725698,-0.88725698,-0.88725698,-0.88725698,1.88206327,1.94933689,1.69950461,1.88206327,1.94933689,1.87634861,-0.60550785,-0.60550785,-0.60550785,-0.60550785,0.00004769,0.00004769,0.00000251,0.00004628
62.00000000,1.51975012,0.00117281,0.00118418,0.00118418,-0.96971941,-0.96971941,-0.96971941,-0.96971941,1.85697281,1.92345905,1.67359149,1.85697281,1.92345905,1.85122430,-0.67175263,-0.67175263,-0.67175263,-0.67175263,0.00002580,0.00002580,-0.00001937,0.00002439
63.00000000,1.52181470,0.00091221,0.00092472,0.00092472,-1.37049532,-1.37049532,-1.37049532,-1.37049532,1.83408499,1.89996886,1.64943969,1.83408499,1.89996886,1.82830656,-0.76162523,-0.76162523,-0.76162523,-0.76162523,0.00000095,0.00000095,-0.00004423,-0.00000047
64.00000000,1.52368963,0.00089050,0.00090735,0.00090735,-1.89219975,-1.89219975,-1.89219975,-1.89219975,1.80741441,1.87272036,1.62149203,1.80741441,1.87272036,1.80158818,-0.88302529,-0.88302529,-0.88302529,-0.88302529,-0.00002719,-0.00002719,-0.00007237,-0.00002861
65.00000000,1.52529061,0.00086337,0.00088143,0.00088143,-2.09109497,-2.09109497,-2.09109497,-2.09109497,1.78016555,1.84491730,1.59293580,1.78016555,1.84491730,1.77430344,-1.02685750,-1.02685750,-1.02685750,-1.02685750,-0.00005586,-0.00005586,-0.00010104,-0.00005728
66.00000000,1.52572322,0.00074948,0.00076836,0.00076836,-2.51839757,-2.51839757,-2.51839757,-2.51839757,1.75365067,1.81793213,1.56492388,1.75365067,1.81793213,1.74774134,-1.09318733,-1.09318733,-1.09318733,-1.09318733,-0.00006590,-0.00006590,-0.00011108,-0.00006732
67.00000000,1.52760684,0.00089020,0.00091105,0.00091105,-2.34169912,-2.34169912,-2.34169912,-2.34169912,1.72396505,1.78769803,1.53402781,1.72396505,1.78769803,1.71801817,-1.27412474,-1.27412474,-1.27412474,-1.27412474,-0.00009445,-0.00009445,-0.00013963,-0.00009587
